Brand_name,Generic_name,que,side_effects
,vor-i-KON-a-zole,"[['Commonly used brand name(s)'], []]","[[], [], [], []]"
Vraylar," , (kar IP ra zeen), ","[['What is Vraylar?'], ['Vraylar (', ') is an antipsychotic medication that affects chemicals in the brain.']]","[[], [], [], []]"
Vytorin," , (ez ET i mibe and SIM va stat in), ","[['What is Vytorin?'], ['Vytorin contains a combination of ', ' and ', '. Ezetimibe reduces the amount of cholesterol absorbed by the body.']]","[['unexplained weakness or muscle pain;'], ['a thyroid disorder;'], ['liver or kidney disease;'], ['liver problems caused by alcohol;']]"
Vyvanse," , (lis dex am FET a meen), ","[['What is Vyvanse?'], ['Vyvanse ', ' is a ', '. It affects chemicals in the brain and nerves that contribute to hyperactivity and impulse control.']]","[['dry mouth, loss of appetite, weight loss;'], ['sleep problems (insomnia);'], ['fast heart rate, feeling jittery;'], ['dizziness, feeling anxious or irritable; or']]"
," , by Drugs.com.  Last updated on Aug 17, 2019. ","[['What are other common names?'], []]","[[], [], [], []]"
"Entocort EC, Uceris"," budesonide (oral) (bue DES oh nide), ","[['What is Uceris?'], ['Uceris (budesonide) is an extended release ', ' tablet that reduces inflammation in the body.']]","[[], [], [], []]"
Ubrelvy," , (ue BROE je pant), ","[['What is Ubrelvy?'], ['Ubrelvy (', ') is used in adults to treat migraine headaches with or without aura.']]","[[';'], [';'], [';'], ['; or']]"
Ubrelvy," ubrogepant (ue BROE je pant), ","[['What is ubrogepant?'], ['Ubrogepant is used in adults to treat ', ' headaches with or without aura.']]","[['; or'], ['drowsiness.'], [], []]"
"Fulphila, Neulasta, Neulasta Onpro Kit, Udenyca, Ziextenzo"," , (PEG fil GRAS tim), ","[['What is  Udenyca?'], ['Udenyca is used to prevent ', ' (a lack of certain white blood cells) that is caused by receiving ', '.']]","[[], [], [], []]"
Ella," ulipristal (UE li PRIS tal), ","[['What is ulipristal?'], ['Ulipristal is an emergency contraceptive. It works by stopping or delaying the release of an egg from an ovary. Ulipristal may also make it harder for a fertilized egg to attach to the uterus.']]","[[], [], [], []]"
," Contraceptives,
, HS200,
, 19-Norpregna-4,9-diene-3,20-dione, 17-(acetyloxy)-11-[4-(dimethylamino)phenyl]-, (11β)-,
, C,H,NO,
, 126784-99-4,
, ella","[['Introduction'], ['Postcoital contraceptive; synthetic selective progesterone receptor modulator.', ' ', ' ', ' ', ' ', ' ']]","[[], [], [], []]"
Uloric," , (fe BUX oh stat), ","[['What is Uloric?'], ['Uloric (febuxostat) reduces the production of uric acid in your body. A build-up of uric acid can cause ', '.']]","[['gout flares, ', ';'], ['nausea;'], ['mild rash; or'], ['abnormal liver function tests.']]"
Ultiva," , (rem i FEN ta nil), ","[['What is  Ultiva?'], ['Ultiva is an opioid medication. An opioid is sometimes called a narcotic.']]","[[], [], [], []]"
Ultracet," , (a SEET a MIN o fen and TRAM a dol), ","[['What is Ultracet?'], ['Ultracet contains a combination of ', ' and ', '. Tramadol is an pain medicine similar to an opioid (sometimes called, a narcotic). Acetaminophen is a less potent pain reliever that increases the effects of tramadol.']]","[['noisy breathing, sighing, shallow breathing, breathing that stops during sleep;'], ['a ', ' or weak pulse;'], ['a light-headed feeling, like you might pass out;'], ['seizure (convulsions);']]"
Ultomiris," ravulizumab-cwvz (RAV ue LIZ ue mab), ","[['What is Ultomiris?'], ['Ultomiris (', ') is a monoclonal antibody. Monoclonal antibodies are man-made antibodies that fight antigens (harmful substances) in the body.']]","[['fever;'], ['high blood pressure;'], ['diarrhea, nausea, vomiting;'], ['headache; or']]"
"ConZip, Ultram, Ultram ER"," , (TRAM a dol), ","[['What is Ultram?'], ['Ultram (tramadol) is a ', ' pain reliever.']]","[['noisy breathing, sighing, shallow breathing, breathing that stops during sleep;'], ['a slow heart rate or weak pulse;'], ['a light-headed feeling, like you might pass out;'], ['seizure (convulsions);']]"
," , (eye oh PROE mide), Ultravist","[['\n      Uses of Ultravist:'], ['\n      This is not a list of all drugs or health problems that interact with Ultravist (iopromide).\n    ']]","[[], [], [], []]"
"Bryhali, Lexette, Ultravate, Ultravate X Ointment"," , (HAL oh BAY ta sol), ","[['What is  Ultravate?'], [' is a highly potent steroid that helps reduce inflammation in the body.']]","[[], [], [], []]"
Incruse Ellipta," umeclidinium (ue ME kli DIN ee um), ","[['What is umeclidinium?'], ['Umeclidinium is used to prevent airflow obstruction and reduce flare-ups in adults with ', ' (', '), including bronchitis and ', '.']]","[[' such as stuffy nose, sneezing, ', ', cough;'], ['fast or irregular heartbeats;'], ['bruising, darkened skin;'], ['mouth pain, ', ';']]"
Anoro Ellipta," umeclidinium and vilanterol (ue ME kli DIN ee um and vye LAN ter ol), ","[['What is umeclidinium and vilanterol?'], [' and vilanterol is a combination medicine used to prevent airflow obstruction and reduce flare-ups in adults with ', ' (', '), including bronchitis and ', '.']]","[[';'], ['antifungal, or antiviral medicine;'], [', ', ', drugs that prolong QT interval;'], ['beta-blockers;']]"
Unasyn," , (am pi SIL in and sul BAK tam), ","[['What is  Unasyn?'], ['Unasyn are penicillin ', ' that fight bacteria.']]","[['swollen, black, or ""hairy"" tongue;'], ['mild or occasional diarrhea;'], ['vaginal itching or discharge;'], ['mild skin rash; or']]"
"Blis-To-Sol Powder, Elon Dual Defense Anti-Fungal Formula, Fungicure, Fungi-Nail, Myco Nail A, Tineacide, Undelenic, "," undecylenic acid topical (un deh si LEN ik AS id), ","[['What is undecylenic acid topical?'], ['Undecylenic acid is a fatty acid that works by preventing fungus from growing on the skin.']]","[[], [], [], []]"
," Nafcillin Sodium, Penicillinase-resistant Penicillins,
, [2S-(2α,5α,6β)]-6-[[(2-Ethoxy-1-naphthalenyl)carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid monosodium salt monohydrate,
, 7177-50-6,
","[['Introduction'], ['Antibacterial; β-lactam antibiotic; penicillinase-resistant penicillin.', ' ', ' ', ' ', ' ', ' ', ' ', ' ']]","[[], [], [], []]"
Unisom," , (dox IL a meen), ","[['What is  Unisom?'], ['Unisom is an antihistamine that reduces the effects of natural chemical histamine in the body. Histamine can produce symptoms of sneezing, itching, ', ', and ', '. ', ' can cause drowsiness and are sometimes used a sleep aids.']]","[[], [], [], []]"
Unituxin," , (DIN ue TUX i mab), ","[['What is  Unituxin?'], ['Unituxin is a cancer medicine that interferes with the growth and spread of cancer cells in the body.']]","[[], [], [], []]"
," , (Oral route)","[['Commonly used brand name(s)'], [' ', ' by Drugs.com.  Last updated on Jun 10, 2019. ']]","[[], [], [], []]"
Rinvoq," upadacitinib (ue PAD a SYE ti nib), ","[['What is upadacitinib?'], ['Upadacitinib is used to treat moderate to severe ', ' in adults after other treatments have failed.']]","[['fever;'], ['cough;'], ['; or'], [' such as stuffy nose, sneezing, ', '.']]"
Univasc," , (moe EX i pril), ","[['What is  Univasc?'], ['Univasc is an ACE inhibitor. ACE stands for angiotensin converting enzyme.']]","[[';'], ['a blood thinner such as ', ', ', '; or'], ['a diuretic or ""water pill"";'], ['gold injections to treat arthritis;']]"
," , (Systemic) (yoor EE a), Ure-Na","[['\n      Uses of Ure-Na:'], ['\n      This medicine may interact with other drugs or health problems.\n    ']]","[[], [], [], []]"
Uptravi," , (se LEX i pag), ","[['What is Uptravi?'], ['Uptravi (', ') lowers blood pressure in your lungs by dilating (widening) blood vessels that supply blood to the lungs.']]","[[';'], ['jaw pain;'], ['muscle pain, pain in your arms or legs;'], [', ', ', ', '; or']]"
"Duvoid, Urecholine"," , (be THAN e chol), ","[['What is  Urecholine?'], ['Urecholine stimulates your bladder to empty.']]","[[' (', ');'], ['tacrine (Cognex);'], [' (Cardioquin, others); or'], [' (Pronestyl, Procan SR).']]"
Urispas," , (flah VOX ate), ","[['What is  Urispas?'], ['Urispas reduces muscle spasms of the bladder and urinary tract.']]","[[], [], [], []]"
"Azuphen MB, Hyolev MB, Phosphasal, UR N-C, Uramit MB, urelle, Uribel, Urimar-T, Urin D/S, Uro-L, Ustell, Utira-C"," , (HYE oh SYE a meen, meth EN a meen, METH il een BLUE, FEEN il sa LIS il ate, SOE dee um bye FOS fate), ","[['What is  Uribel?'], [' produces many effects in the body, including relief from muscle spasms.']]","[['any type of antidepressant;'], ['diet pills, stimulants, cold or allergy medicines, ', ' medication;'], ['narcotic pain medicine;'], ['medication to treat ', ' or restless leg syndrome; or']]"
"Azuphen MB, Hyolev MB, Phosphasal, UR N-C, Uramit MB, urelle, Uribel, Urimar-T, Urin D/S, Uro-L, Ustell, Utira-C"," , (HYE oh SYE a meen, meth EN a meen, METH il een BLUE, FEEN il sa LIS il ate, SOE dee um bye FOS fate), ","[['What is  Urimar-T?'], [' produces many effects in the body, including relief from muscle spasms.']]","[['any type of antidepressant;'], ['diet pills, stimulants, cold or allergy medicines, ', ' medication;'], ['narcotic pain medicine;'], ['medication to treat ', ' or restless leg syndrome; or']]"
"Azuphen MB, Hyolev MB, Phosphasal, UR N-C, Uramit MB, urelle, Uribel, Urimar-T, Urin D/S, Uro-L, Ustell, Utira-C"," , (HYE oh SYE a meen, meth EN a meen, METH il een BLUE, FEEN il sa LIS il ate, SOE dee um bye FOS fate), ","[['What is  Urin D/S?'], [' produces many effects in the body, including relief from muscle spasms.']]","[['any type of antidepressant;'], ['diet pills, stimulants, cold or allergy medicines, ', ' medication;'], ['narcotic pain medicine;'], ['medication to treat ', ' or restless leg syndrome; or']]"
," , (Oral route)","[['Commonly used brand name(s)'], [' ', ' by Drugs.com.  Last updated on Dec 9, 2019. ']]","[[], [], [], []]"
"Urogesic-Blue, UTA"," , (HYE oh SYE a meen, meth EN a meen, METH il een BLUE, SOE dee um bye FOS fate), ","[['What is  Urogesic-Blue?'], [' produces many effects in the body, including relief from muscle spasms.']]","[[' or ', ';'], ['bladder or urinary medicines such as ', ', ', ', ', ', ', ', ', ';'], [' such as ', ' or ', ';'], ['cold or allergy medicine that contains an antihistamine;']]"
Urocit-K," , (poe TASS see um SIT rate), ","[['What is  Urocit-K?'], ['Potassium is a mineral that is found in many foods and is needed for several functions of your body, especially the beating of your heart.']]","[['mild ', ' or ', ';'], ['mild or occasional diarrhea; or'], ['appearance of a Urocit-K tablet in your stool.'], []]"
"Kinlytic, Abbokinase, Abbokinase Open-Cath"," urokinase (URE oh KYE nase), ","[['What is urokinase?'], ['Urokinase is a thrombolytic (THROM-bo-LIT-ik) drug, sometimes called a ""clot-busting"" drug. It helps your body produce a substance that dissolves unwanted ', '.']]","[['chest pain or heavy feeling, pain spreading to the jaw or shoulder, ', ', sweating, general ill feeling;'], ['swelling, rapid weight gain, little or no urinating;'], ['severe stomach pain, nausea, and ', ';'], ['darkening or purple discoloration of your fingers or toes;']]"
," , (meth EN a meen, SOW dee um FOS fate mon oh BAY sik, fen nil sa LIS i late, METH i leen bloo, & hye oh SYE a meen), Azuphen MB, Hyolev MB, Phosphasal, Ur N-C, Uramit MB, ","[['\n      Uses of Uro-MP:'], ['\n      For all patients taking Uro-MP (', ', sodium phos mono, phenyl salicylate, methyl blue, ', '):\n    ']]","[[], [], [], []]"
Uroxatral," alfuzosin (al FUE zoe sin), ","[['What is Uroxatral?'], ['Uroxatral (', ') is an alpha-adrenergic (AL-fa ad-ren-ER-Jk) blocker.']]","[['a light-headed feeling, like you might pass out;'], ['new or worsening chest pain;'], ['upper stomach pain, loss of appetite, dark urine, clay-colored stools, ', ' (yellowing of the skin or eyes); or'], ['penis erection that is painful or lasts 4 hours or longer.']]"
"Actigall, Urso, Urso Forte"," , (ur so DY all), ","[['What is  Urso?'], ['Urso is a bile acid that decreases the amount of cholesterol produced by the liver and absorbed by the intestines. This medicine helps break down cholesterol that has formed into stones in the gallbladder. This medicine also increases bile flow in patients with primary biliary ', '.']]","[[], [], [], []]"
"Actigall, Urso, Urso Forte, Urso DS"," ursodiol (ur so DY all), ","[['What is ursodiol?'], ['Ursodiol is a bile acid that decreases the amount of cholesterol produced by the liver and absorbed by the intestines. Ursodiol helps break down cholesterol that has formed into stones in the gallbladder. Ursodiol also increases bile flow in patients with primary biliary ', '.']]","[[], [], [], []]"
"Stelara, Stelara PFS"," ustekinumab (YOO sti KIN ue mab), ","[['What is ustekinumab?'], ['Ustekinumab is used to treat ', ' in adults and children who are at least 12 years old. Ustekinumab is also used to treat ', ' in adults, and is sometimes given with another medicine called ', '.']]","[[], [], [], []]"
," , by Drugs.com.  Last updated on Mar 3, 2020. ","[['Pronunciation'], ['Excipient information presented when available (limited, particularly for generics); consult specific product labeling.']]","[[], [], [], []]"
Imbruvica," ibrutinib (eye BROO ti nib), ","[['What is ibrutinib?'], ['Ibrutinib is used to treat ', "", marginal zone lymphoma, Waldenstrom's macroglobulinemia, "", ', and small ', '.']]","[[], [], [], []]"
Ibrance," palbociclib (PAL boe SYE klib), ","[['What is Ibrance?'], ['Ibrance (', ') is a cancer medicine that interferes with the growth and spread of cancer cells in the body.']]","[['infections;'], ['easy bruising or bleeding;'], ['feeling weak or tired;'], [', ', ', ', ', loss of appetite;']]"
"Advil, Genpril, IBU, Midol IB, Motrin IB, Proprinal, Smart Sense Children's Ibuprofen"," , (EYE bue PROE fen), ","[['What is  Ibu?'], ['Ibu is a nonsteroidal anti-inflammatory drug (NSAID). This medicine works by reducing ', ' that cause inflammation and pain in the body.']]","[[';'], [';'], [';'], [';']]"
Gleevec," imatinib (im MA ta nib), ","[['What is imatinib?'], ['Imatinib interferes with the growth of some cancer cells.']]","[['an ', ', antifungal, or antiviral medicine;'], ['seizure medicine;'], ['a blood thinner such as ', ' (', ', ', '); or'], ['a vitamin or mineral supplement that contains iron.']]"
Imbruvica," , (eye BROO ti nib), ","[['What is Imbruvica?'], ['Imbruvica (', ') is a cancer medicine that interferes with the growth and spread of cancer cells in the body.']]","[[], [], [], []]"
"Advil, Midol, Motrin, Motrin IB, Motrin Migraine Pain, Proprinal, Smart Sense Children's Ibuprofen, PediaCare Children’s Pain Reliever/Fever Reducer, PediaCare Infant’s Pain Reliever/Fever Reducer"," , (EYE bue PROE fen), ","[['What is ibuprofen?'], ['Ibuprofen is a nonsteroidal anti-inflammatory drug (NSAID). It works by reducing hormones that cause inflammation and pain in the body.']]","[['cyclosporine;'], ['pemetrexed;'], ['lithium;'], [';']]"
"Imdur, Monoket, ISMO"," , (EYE soe SOR bide MON oh NYE trate), ","[['What is Imdur?'], ['Imdur (isosorbide mononitrate) is a ', ' (widens) blood vessels, making it easier for blood to flow through them and easier for the heart to pump.']]","[['headache; or'], ['flushing (warmth, redness, or tingly feeling).'], [], []]"
," , (loe PER a mide), Imodium","[['\n      Uses of Imodium:'], ['\n      This is not a list of all drugs or health problems that interact with Imodium (loperamide capsules and tablets).\n    ']]","[[], [], [], []]"
"Tofranil, Tofranil-PM"," imipramine (im IP ra meen), ","[['What is imipramine?'], ['Imipramine is a tricyclic antidepressant. Imipramine affects chemicals in the brain that may be unbalanced in people with ', '.']]","[['tingly feeling, weakness, lack of coordination;'], ['dry mouth, ', ', ', ', ', ', ', ';'], ['vision changes, ringing in your ears;'], ['breast swelling (in men or women); or']]"
Imitrex," , (oral/nasal) (soo ma TRIP tan), ","[['What is Imitrex?'], ['Imitrex ', ' is a ', ' medicine that narrows blood vessels around the brain. Sumatriptan also reduces substances in the body that can trigger headache pain, nausea, sensitivity to light and sound, and other ', ' symptoms.']]","[['sudden and severe stomach pain and bloody ', ';'], ['severe chest pain, shortness of breath, irregular heartbeats;'], ['a seizure (convulsions);'], ['severe headache, blurred vision, pounding in your neck or ears;']]"
Incruse Ellipta," , (ue ME kli DIN ee um), ","[['What is Incruse Ellipta?'], ['Incruse Ellipta (', ') is an ', ' that works by relaxing muscles in the airways to improve breathing.']]","[[' such as stuffy nose, sneezing, ', ', cough;'], ['fast or irregular heartbeats;'], ['bruising, darkened skin;'], ['mouth pain, ', ';']]"
"Diamode, Imodium A-D, Anti-Diarrheal [OTC]"," loperamide (loe PER a mide), ","[['What is Imodium A-D?'], ['Imodium A-D ', ' slows the rhythm of digestion so that the small intestines have more time to absorb fluid and nutrients from the foods you eat.']]","[[';'], ['dizziness, drowsiness;'], ['; or'], ['stomach cramps.']]"
"Azasan, Imuran"," , (ay za THYE oh preen), ","[['What is  Imuran?'], ['Imuran weakens your body\'s immune system, to help keep it from ""rejecting"" a transplanted organ such as a kidney. Organ rejection happens when the immune system treats the new organ as an invader and attacks it.']]","[['nausea, diarrhea, stomach pain;'], ['; or'], ['.'], []]"
Lozol," indapamide (in DAP a mide), ","[['What is indapamide?'], ['Indapamide is a thiazide diuretic (water pill) that helps prevent your body from absorbing too much salt, which can cause ', '.']]","[['dizziness;'], ['weakness, tiredness;'], [', muscle cramps;'], ['feeling anxious or agitated;']]"
"Inderal LA, Inderal XL, InnoPran XL, Inderal"," propranolol (pro PRAN oh lol), ","[['What is Inderal?'], ['Inderal (propranolol) is a beta-blocker. Beta-blockers affect the heart and circulation (blood flow through arteries and veins).']]","[['nausea, vomiting, diarrhea, constipation, stomach cramps;'], ['decreased sex drive, impotence, or difficulty having an orgasm;'], ['sleep problems (insomnia); or'], ['tired feeling.']]"
"Indocin, Indocin SR, Tivorbex"," indomethacin (in doe METH a sin), ","[['What is indomethacin?'], ['Indomethacin is a nonsteroidal anti-inflammatory drug (NSAID).']]","[[';'], [';'], [';'], [';']]"
"Inflectra, Remicade, Renflexis"," infliximab (in FLIX ih mab), ","[['What is infliximab?'], ['Infliximab reduces the effects of a substance in the body that can cause inflammation.']]","[[';'], ['anakinra;'], [';'], ['any ""biologic"" medications to treat your condition--', ', certolizumab, ', ', golimumab, ', ', ', ', and others; or']]"
Ingrezza," , (val BEN a zeen), ","[['What is Ingrezza?'], ['Ingrezza (valbenazine) ', ' in the body that may be involved with involuntary muscle movement.']]","[[], [], [], []]"
"Indocin, Indocin SR, Tivorbex"," , (in doe METH a sin), ","[['What is  Indocin?'], ['Indocin is a nonsteroidal anti-inflammatory drug (NSAID).']]","[[';'], [';'], [';'], [';']]"
"Fiasp, NovoLOG, NovoLOG FlexPen, NovoLOG PenFill, NovoLOG FlexTouch, Fiasp PenFill, Fiasp FlexTouch, Insulin Aspart PenFill, Insulin Aspart FlexPen"," insulin aspart (IN su lin AS part), ","[['What is insulin aspart?'], [' is a hormone that works by lowering levels of glucose (sugar) in the blood. ', ' aspart is a fast-acting insulin that starts to work about 15 minutes after injection, peaks in about 1 hour, and keeps working for 2 to 4 hours.']]","[['heart problems--swelling, rapid weight gain, feeling short of breath; or'], ['--leg cramps, ', ', irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling.'], [], []]"
"HumuLIN R, Myxredlin, NovoLIN R"," insulin regular (IN soo lin REG yoo lar), ","[['What is regular insulin?'], ['Insulin is a hormone that works by lowering levels of glucose (sugar) in the blood. Regular insulin is short-acting and starts to work within 30 minutes after injection, peaks in 2 to 3 hours, and keeps working for up to 8 hours.']]","[[' - leg cramps, ', ', irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling.'], [], [], []]"
"Basaglar KwikPen, Lantus, Lantus Solostar Pen, Toujeo SoloStar, Lantus OptiClik Cartridge, Toujeo Max SoloStar"," insulin glargine (IN su lin GLAR gine), ","[['What is insulin glargine?'], [' glargine is a long-acting ', ' that starts to work several hours after injection and keeps working evenly for 24 hours.']]","[['Store the vial in a refrigerator or at room temperature and use within 28 days.'], ['Store the injection pen at room temperature (do not refrigerate) and use within 28 days.'], [], []]"
"Admelog, HumaLOG, "," insulin lispro (IN soo lin LISS pro), ","[['What is insulin lispro?'], [' is a hormone that works by lowering levels of glucose (sugar) in the blood. ', ' lispro is a fast-acting insulin that starts to work about 15 minutes after injection, peaks in about 1 hour, and keeps working for 2 to 4 hours.']]","[['weight gain, swelling in your hands or feet, feeling short of breath;'], ['low blood sugar--', ', hunger, sweating, irritability, ', ', ', ', and feeling anxious or shaky; or'], ['--leg cramps, ', ', irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling.'], []]"
"HumuLIN R, Myxredlin, NovoLIN R"," insulin regular (IN soo lin REG yoo lar), ","[['What is regular insulin?'], [' is a hormone that works by lowering levels of glucose (sugar) in the blood. Regular ', ' is a short-acting insulin that starts to work within 30 minutes after injection, peaks in 2 to 3 hours, and keeps working for up to 8 hours.']]","[['--leg cramps, ', ', irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling.'], [], [], []]"
," , (pal ee PER i done), Invega Sustenna, Invega Trinza","[['\n      Uses of Invega Sustenna:'], ['\n      This is not a list of all drugs or health problems that interact with Invega Sustenna (paliperidone injection).\n    ']]","[[], [], [], []]"
"Intuniv, Tenex"," , (GWAHN fa seen), ","[['What is Intuniv?'], ['Intuniv ', ' reduces nerve impulses in your heart and blood vessels. Intuniv works by relaxing blood vessels, which lowers blood pressure and improves blood flow.']]","[[';'], ['a barbiturate, such as ', ';'], ['blood pressure medications;'], ['medicine to treat mental illness; or']]"
Invega," , (oral) (PAL ee PER i DONE), ","[['What is Invega?'], ['Invega (', ') is an antipsychotic medicine. It works by changing the effects of chemicals in the brain.']]","[['drowsiness;'], [';'], ['muscle stiffness, tremors or shaking;'], ['uncontrolled muscle movements, trouble with walking, balance, or speech;']]"
Invokana," , (KAN a gli FLOE zin), ","[['What is Invokana?'], ['Invokana (', ') is an oral diabetes medicine that helps control blood sugar levels. Canagliflozin works by helping the kidneys get rid of glucose from your bloodstream.']]","[['genital infections; or'], ['urinating more than usual.'], [], []]"
," Antimuscarinics/Antispasmodics,
, RE105,
, C,H,BrNO,•H,O,
, 66985-17- 9,
, Atrovent","[['Introduction'], ['Bronchodilator; a nonselective, competitive antagonist at muscarinic receptors.', ' ', ' ', ' ']]","[[], [], [], []]"
," Ipratropium bromide,
, inhalation solution","[['Ipratropium Description'], ['The active ingredient in Ipratropium Bromide Inhalation Solution is Ipratropium bromide monohydrate, USP. It is an anticholinergic bronchodilator chemically described as 8-azoniabicyclo[3.2.1]-octane,3-(3-hydroxy-1-oxo-2-phenylpropoxy)-8-methyl-8-(1- methylethyl)-, bromide, monohydrate (endo, syn)-,(±)-; a synthetic quaternary ammonium compound, chemically related to atropine.', '\n', '\n', '\n', '\nIpratropium bromide is a white crystalline substance, freely soluble in water and lower alcohols. It is a quaternary ammonium compound and thus exists in an ionized state in aqueous solutions. It is relatively insoluble in non-polar media.', '\n', '\nIpratropium Bromide Inhalation Solution is administered by oral inhalation with the aid of a nebulizer. Each mL contains Ipratropium bromide, USP 0.02% (anhydrous basis) in a sterile, preservative-free, isotonic saline solution, pH adjusted to 3.4 (3 to 4) with hydrochloric acid.']]","[[], [], [], []]"
Avapro," irbesartan (ir be SAR tan), ","[['What is irbesartan?'], ['Irbesartan is an ', ' receptor antagonist. Irbesartan keeps blood vessels from narrowing, which lowers blood pressure and improves blood flow.']]","[['.'], [], [], []]"
Camptosar," irinotecan (EYE ri noe TEE kan), ","[['What is irinotecan?'], ['Irinotecan is a cancer medicine that interferes with the growth and spread of cancer cells in the body.']]","[[';'], [';'], ['an ', '--', ', ', ', telithromycin;'], ['antifungal medicine--', ', ', ', ', ';']]"
"Dilatrate-SR, Isochron, Isordil, Sorbitrate, Isordil Titradose, ISDN, Isordil Tembids"," isosorbide dinitrate (EYE soe SOR bide dye NYE trate), ","[['What is isosorbide dinitrate?'], ['Isosorbide dinitrate is a nitrate that dilates (widens) blood vessels, making it easier for blood to flow through them and easier for the heart to pump.']]","[['headache; or'], ['flushing (warmth, redness, or tingly feeling).'], [], []]"
"Imdur, Monoket, ISMO"," isosorbide mononitrate (EYE soe SOR bide MON oh NYE trate), ","[['What is isosorbide mononitrate?'], ['Isosorbide mononitrate is a ', ' (widens) blood vessels, making it easier for blood to flow through them and easier for the heart to pump.']]","[['headache;'], ['dizziness upon standing; or'], ['flushing (warmth, redness, or tingly feeling).'], []]"
Nydrazid," isoniazid (eye so NYE a zid), ","[['What is isoniazid?'], ['Isoniazid is an ', ' that fights bacteria.']]","[['numbness, tingling, or burning pain in your hands or feet;'], ['nausea, vomiting, ', '; or'], ['abnormal ', '.'], []]"
"Adcirca, Cialis"," tadalafil (ta DAL a fil), ","[['What is tadalafil?'], ['Tadalafil relaxes muscles of the blood vessels and increases blood flow to particular areas of the body.']]","[['headache;'], ['flushing (warmth, redness, or tingly feeling);'], ['nausea, upset stomach;'], ['stuffy nose; or']]"
"Absorica, Amnesteem, Claravis, Myorisan, Sotret, Zenatane, Accutane, Absorica LD"," isotretinoin (oral) (EYE so TRET i noyn), ","[['What is isotretinoin?'], ['Isotretinoin is a form of ', ' that is used to treat severe nodular ', ' that has not responded to other treatments, including ', '.']]","[['problems with your vision or hearing;'], ['muscle or joint pain, bone ', ' pain;'], ['increased thirst, increased urination;'], ['hallucinations, (see or hearing things that are not real);']]"
,eye-soe-SOR-bide mon-oh-NYE-trate,"[['Commonly used brand name(s)'], []]","[[], [], [], []]"
"Onmel, Sporanox, Sporanox PulsePak, Tolsura"," itraconazole (IT ra KON a zole), ","[['What is itraconazole?'], ['Itraconazole is an antifungal medication that is used in adults to treat infections caused by fungus. This includes infections in any part of the body including the lungs, mouth or throat, toenails, or fingernails.']]","[[', ', ', drowsiness, tiredness;'], ['increased blood pressure;'], ['rash, itching;'], ['nausea, ', ', stomach pain, ', ', constipation;']]"
Tamiflu," , (os el TAM ih veer), ","[['What is Tamiflu?'], ['Tamiflu (oseltamivir) is an antiviral medication that blocks the actions of ', ' virus types A and B in your body.']]","[[], [], [], []]"
Stromectol," ivermectin (oral) (EYE ver MEK tin), ","[['What is ivermectin?'], [' is an anti-parasite medication.']]","[[], [], [], []]"
Flomax," tamsulosin (tam soo LOE sin), ","[['What is tamsulosin?'], ['Tamsulosin (Flomax) is an alpha-blocker that relaxes the muscles in the prostate and bladder neck, making it easier to urinate.']]","[['blood pressure medicine.'], [], [], []]"
LamISIL," terbinafine (ter BIN na feen), ","[['What is terbinafine?'], [' is an antifungal medication that fights infections caused by fungus.']]","[[', nausea, gas, stomach pain or upset;'], ['rash;'], ['headache;'], ['abnormal ', '.']]"
, capsule,"[['Indications and Usage for Tacrolimus'], ['Tacrolimus Capsules is indicated for the prophylaxis of organ rejection in patients receiving allogeneic kidney transplants. It is recommended that Tacrolimus be used concomitantly with azathioprine or mycophenolate mofetil (MMF) and adrenal corticosteroids ', ' . Therapeutic drug monitoring is recommended for all patients receiving Tacrolimus ']]","[[], [], [], []]"
Soltamox," tamoxifen (ta MOX i fen), ","[['What is tamoxifen?'], ['Tamoxifen blocks the actions of estrogen, a female hormone. Certain types of breast cancer require estrogen to grow.']]","[['hot flashes;'], ['menstrual changes;'], ['flushing;'], ['nausea/vomiting;']]"
Restoril," temazepam (te MAZ e pam), ","[['What is temazepam?'], [' is a benzodiazepine (ben-zoe-dye-AZE-eh-peen). Temazepam affects chemicals in the brain that may be unbalanced in people with sleep problems (insomm is safe for you, tell younia).']]","[[], [], [], []]"
Micardis," telmisartan (TEL mi SAR tan), ","[['What is telmisartan?'], ['Telmisartan is used to treat ', ' (hypertension), sometimes in combination with other blood pressure medications.']]","[[';'], [';'], ['a diuretic or ""water pill"";'], [' (non-steroidal anti-inflammatory drugs)--', ', ', ' (', ', ', '), ', ' (', '), ', ', ', ', ', ', or ', ', and others; or']]"
"Carbatrol, Epitol, Equetro, Tegretol, Tegretol XR"," , (oral) (kar ba MAZ e peen), ","[['What is Tegretol?'], ['Tegretol (carbamazepine) is an ', '. It works by decreasing nerve impulses that cause seizures and pain.']]","[[], [], [], []]"
