,author,date,like_facebook,summary,tags,title
1659,PTI," 16 February, 2020 5:52 pm IST",15911,"Chandrashekhar Azad, who led the march, has given a call for a Bharat Bandh on 23 February, demanding the govt bring an ordinance to nullify the SC ruling.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,bhim army,Chandrashekhar Azad,PTI wire,SC/ST Reservations,Supreme Court,About,Contact,Careers,Terms of Use,Privacy Policy",Bhim Army marches in protest in Delhi against Supreme Court ruling on reservation in promotions
1660,PTI," 16 February, 2020 5:25 pm IST",2095,Video was released by Jamia Coordination Committee that comprises students and alumni. It was formed after the alleged police brutality on campus on 15 December.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,CAA,Jamia Millia Islamia,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy",Video of police brutality inside Jamia library not released by university
1661,PTI," 16 February, 2020 5:47 pm IST",21500,"All those who till now were housed in an an ITBP quarantine facility, will be released in a phased manner from Monday onwards.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy","All 406 Indians, who returned from Wuhan, test negative for novel coronavirus"
1662,PTI," 16 February, 2020 3:38 pm IST",4622,"Addressing the state BJP convention at Nerul in Navi Mumbai township, Nadda said the party needs to be ready to go solo in future elections. ","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,JP Nadda,Maharashtra government formation,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy",BJP President JP Nadda calls Maharashtra government ‘unnatural and unrealistic’
1663,PTI," 16 February, 2020 4:58 pm IST",21891,A large posse of security personnel was deployed at Shaheen Bagh in south-east Delhi where hundreds of women protesters gathered to march towards Amit Shah's residence.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Amit Shah,PTI wire,Shaheen Bagh,About,Contact,Careers,Terms of Use,Privacy Policy",Shaheen Bagh protesters will re-plan march to Amit Shah’s residence after police permission
1664,Sanya Dhingra," 16 February, 2020 3:09 pm IST",22094,BJP MP Subramanian Swamy claims there was no post-mortem done on Gandhi’s body & that eye-witnesses were not questioned.  ,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Mahatma Gandhi,Nathuram Godse,Subramanian Swamy,About,Contact,Careers,Terms of Use,Privacy Policy",‘Why no autopsy on Gandhiji’s body’ — BJP MP Swamy calls for new probe into Mahatma killing
1665,PTI," 16 February, 2020 3:07 pm IST",16496,"Addressing a public meeting in Varanasi, PM Modi added that the decision on Article 370 or the Citizenship Amendment Act was necessary in the interest of the country.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Article 370,CAA,Narendra Modi,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy","Despite pressure, we stand by our decision on Article 370, CAA, says PM Modi"
1666,PTI," 16 February, 2020 2:49 pm IST",5161,"PM Modi also flagged off the IRCTC's 'Maha Kaal Express', the first overnight private train to connect three Jyotirling pilgrim centres of Varanasi, Ujjain and Omkareshwar.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,PM Modi,PTI wire,Varanasi,About,Contact,Careers,Terms of Use,Privacy Policy","PM Narendra Modi lays foundation of 50 projects worth Rs 1,254 crore in Varanasi"
1667,PTI," 16 February, 2020 2:44 pm IST",2807,The Shaheen Bagh protesters are yet to receive permission from the Delhi Police. Home ministry officials say no request has come for appointment with Amit Shah.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Amit Shah,PTI wire,Shaheen Bagh,About,Contact,Careers,Terms of Use,Privacy Policy","Shaheen Bagh protesters march to Amit Shah residence, say will ask him to withdraw CAA-NRC-NPR"
1668,ANI," 16 February, 2020 2:17 pm IST",3105,"Modi spoke of giving respect to ""our artisans, weavers"" while addressing the centenary celebrations of Shri Jagadguru Vishwaradhya Gurukul in Varanasi.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,ANI wire,PM Modi,About,Contact,Careers,Terms of Use,Privacy Policy",Mentality that imported products are superior needs to be changed says PM Modi
1669,ANI," 16 February, 2020 1:43 pm IST",19671,"Arvind Kejriwal says he wants to ""work with Centre to make Delhi the number one city"", seeks Prime Minister Narendra Modi's blessings.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,ANI wire,Arvind Kejriwal,Delhi chief minister,About,Contact,Careers,Terms of Use,Privacy Policy",Arvind Kejriwal sings ‘Hum Honge Kamyaab’ after taking oath as Delhi chief Minister
1670,PTI," 16 February, 2020 1:06 pm IST",1207,"Manish Sisodia, Satyendar Jain, Imran Hussain, Rajendra Pal Gautam, Kailash Gahlot and Gopal Rai also took oath as council of ministers in the newly-sworn Delhi Cabinet.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,AAP,Arvind Kejriwal,Delhi cabinet,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy","AAP chief Arvind Kejriwal takes oath, begins his third term as Delhi CM"
1671,PTI," 16 February, 2020 12:31 pm IST",1100,The police said the video has come to their knowledge and they will investigate it as part of their ongoing probe.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Delhi police,Jamia Millia Islamia,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy",Jamia releases video of paramilitary & police personnel beating students in library on 15 Dec
1672,K.A.S Mani," 16 February, 2020 12:31 pm IST",4245,"It's time to realise that good times of groundwater development are behind us, and with it the dependability on food security and drinking water supply.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,borewells,Climate change,groundwater,UNICEF,About,Contact,Careers,Terms of Use,Privacy Policy",Why new policies are needed to tackle India’s orphaned wells with no water
1673,Simrin Sirur," 16 February, 2020 12:25 pm IST",15179,Manager at OYO Aasha Residency hotel admits it is turning away customers from Jammu and Kashmir but blamed it on “verbal orders” of Delhi Police. ,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Jammu and Kashmir,OYO,Oyo Hotels,About,Contact,Careers,Terms of Use,Privacy Policy",Kashmiri student alleges OYO Room in Delhi didn’t let him check-in because of his identity
1674,Debayan Roy," 16 February, 2020 11:38 am IST",5913,"Delivering the Justice P.D. Desai Memorial Lecture, Justice Chandrachud says in a democracy welded to reason & deliberation, minority opinions are not strangulated.   ","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Citizenship Amendment Act protests,Justice Chandrachud,Supreme Court,About,Contact,Careers,Terms of Use,Privacy Policy",States committed to rule of law will never curb peaceful protest: Justice DY Chandrachud
1675,Srijan Shukla," 15 February, 2020 8:14 pm IST",6441,These are some of the politicians of the world whose roots trace back to India. Many have held the some of the top positions in governments. ,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,NRIs,world leaders,About,Contact,Careers,Terms of Use,Privacy Policy","Not just Rishi Sunak, Indian-origin politicians are everywhere — Fiji to Portugal & Canada"
1676,Chitleen K Sethi," 15 February, 2020 7:35 pm IST",14553,"Punjab CM Amarinder Singh has told state police to nab the fraud travel agents, and requested External Affairs Minister S. Jaishankar to help bring the women back.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Amarinder Singh,External Affairs Ministry,Punjab,About,Contact,Careers,Terms of Use,Privacy Policy","Video of Punjab women duped and stuck in Muscat goes viral, Amarinder asks for MEA help"
1677,ANI," 15 February, 2020 6:35 pm IST",20150,Home Minister Amit Shah on 13 February had said that anyone having doubts over CAA could seek an appointment from his office and meet him within three days.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Amit Shah,ANI wire,CAA-NRC,Shaheen Bagh,About,Contact,Careers,Terms of Use,Privacy Policy",Shaheen Bagh protesters to visit Amit Shah’s residence over CAA-NRC
1678,PTI," 15 February, 2020 5:10 pm IST",3999,Congress MP Shashi Tharoor had filed a defamation case against Prasad in December 2018 for passing derogatory remarks on his wife Sunanda Pushkar's death.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,PTI wire,Ravi Shankar Parasad,Shashi Kapoor,Sunanda Pushkar,About,Contact,Careers,Terms of Use,Privacy Policy",Kerala court summons Law Minister Ravi Shankar Prasad in Tharoor defamation case
1679,ANI," 15 February, 2020 4:04 pm IST",8003,"West Bengal Police had seized fake Indian currency notes worth Rs 9,80,000 in March 2016  near the Indo-Bangladesh border in Malda.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,ANI wire,Fake currency,FICN,NIA,About,Contact,Careers,Terms of Use,Privacy Policy",NIA court in Kolkata sentences two men to 6-year jail in fake currency notes case
1680,ANI," 15 February, 2020 4:33 pm IST",19392,Enforcement Directorate filed a chargesheet Friday stating it found a new money trail in the case. Hyderabad businessman Satish Babu is ninth accused in the matter.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,ANI wire,bribery,Moin Qureshi,About,Contact,Careers,Terms of Use,Privacy Policy",Special court to take cognisance of Moin Qureshi and Hyderabad bussinesman bribery case
1681,ANI," 15 February, 2020 3:21 pm IST",1394,"Social media hailed Karnataka's Srinivasa Gowda, who ran 142.5 meters in 13.62 seconds at the traditional buffalo race - Kambala, in a slushy paddy field.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,ANI wire,Karnataka,Usain Bolt,About,Contact,Careers,Terms of Use,Privacy Policy",Karnataka man compared to Usain Bolt after running 140m in 13 seconds in buffalo race
1682,Sanjay Bohra," 15 February, 2020 2:51 pm IST",5969,"Ravi Shanker Srivastava, chairman of Rajasthan State Roadways Transport Corporation, stopped the tender process of e-buses, announced by the transport minister.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Ashok Gehlot,Bureacracy,civil servants,IAS officers,Rajasthan,About,Contact,Careers,Terms of Use,Privacy Policy",Minister-IAS tiff grows in Rajasthan — another top civil servant defies his boss
1683,PTI," 15 February, 2020 2:36 pm IST",15524,Pakistan's Foreign Office said Indian forces along the border have been targeting civilian populated areas with artillery fire and automatic weapons.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,ceasefire violations,Pakistan,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy",Pakistan summons senior Indian diplomat over alleged ceasefire violations along LoC
